"Gene_ID","Kmeans_Cluster"
"g_15978","2"
"g_16000","4"
"g_16006","2"
"g_16013","1"
"g_16016","1"
"g_16019","7"
"g_16042","2"
"g_16054","2"
"g_16056","2"
"g_16057","2"
"g_16061","2"
"g_16077","5"
"g_16078","8"
"g_16081","6"
"g_16084","6"
"g_16100","2"
"g_16112","2"
"g_16120","6"
"g_16146","2"
"g_16150","2"
"g_16160","6"
"g_16187","2"
"g_16205","2"
"g_16215","2"
"g_16219","2"
"g_16232","6"
"g_16236","2"
"g_16255","3"
"g_16259","2"
"g_16279","1"
"g_16280","2"
"g_16281","2"
"g_16283","2"
"g_16290","1"
"g_16300","8"
"g_16319","2"
"g_16328","2"
"g_16335","2"
"g_16338","7"
"g_16349","6"
"g_16357","2"
"g_16381","6"
"g_16391","6"
"g_16396","9"
"g_16403","2"
"g_16406","10"
"g_16418","1"
"g_16427","6"
"g_16429","6"
"g_16436","1"
"g_16437","2"
"g_16441","2"
"g_16450","2"
"g_16462","6"
"g_16496","2"
"g_16499","6"
"g_16504","1"
"g_16506","2"
"g_16516","2"
"g_16521","5"
"g_16527","6"
"g_16531","2"
"g_16558","2"
"g_16561","8"
"g_16564","3"
"g_16566","6"
"g_16577","2"
"g_16586","7"
"g_16609","8"
"g_16627","2"
"g_16634","1"
"g_16664","1"
"g_16665","7"
"g_16680","6"
"g_16692","1"
"g_16701","2"
"g_16704","2"
"g_16712","2"
"g_16713","6"
"g_16718","2"
"g_16722","2"
"g_16733","1"
"g_16754","1"
"g_16769","1"
"g_16788","2"
"g_16802","2"
"g_16805","2"
"g_16808","2"
"g_16812","2"
"g_16816","4"
"g_16842","2"
"g_16844","2"
"g_16852","7"
"g_16873","6"
"g_16904","2"
"g_16908","2"
"g_16912","2"
"g_16923","2"
"g_16948","6"
"g_16951","2"
"g_16957","7"
"g_16962","2"
"g_16966","6"
"g_16968","7"
"g_16972","6"
"g_16975","1"
"g_16984","1"
"g_16991","9"
"g_17014","9"
"g_17022","3"
"g_17031","3"
"g_17041","1"
"g_17052","2"
"g_17076","3"
"g_17088","2"
"g_17093","2"
"g_17100","2"
"g_17118","6"
"g_17124","6"
"g_17126","6"
"g_17136","5"
"g_17147","6"
"g_17157","1"
"g_17163","1"
"g_17164","6"
"g_17171","4"
"g_17172","3"
"g_17173","6"
"g_17191","4"
"g_17193","5"
"g_17199","7"
"g_17202","1"
"g_17251","10"
"g_17252","1"
"g_17256","6"
"g_17271","1"
"g_17275","5"
"g_17303","2"
"g_17313","7"
"g_17332","2"
"g_17340","2"
"g_17383","2"
"g_17387","8"
"g_17409","2"
"g_17410","9"
"g_17413","2"
"g_17454","1"
"g_17455","6"
"g_17483","2"
"g_17496","2"
"g_17497","8"
"g_17508","1"
"g_17521","1"
"g_17523","6"
"g_17538","6"
"g_17558","9"
"g_17559","7"
"g_17562","7"
"g_17565","6"
"g_17568","2"
"g_17581","2"
"g_17589","7"
"g_17596","6"
"g_17636","7"
"g_17646","6"
"g_17653","8"
"g_17661","6"
"g_17674","7"
"g_17679","10"
"g_17700","7"
"g_17701","1"
"g_17705","6"
"g_17713","4"
"g_17714","9"
"g_17731","2"
"g_17750","6"
"g_17754","2"
"g_17773","2"
"g_17786","2"
"g_17840","2"
"g_17859","7"
"g_17863","6"
"g_17870","3"
"g_17877","7"
"g_17889","9"
"g_17897","8"
"g_17904","7"
"g_17926","7"
"g_17937","7"
"g_17938","7"
"g_17948","1"
"g_17954","5"
"g_17958","3"
"g_17975","9"
"g_18015","3"
"g_18023","9"
"g_18026","9"
"g_18027","7"
"g_18066","5"
"g_18069","6"
"g_18071","8"
"g_18094","6"
"g_18102","2"
"g_18110","1"
"g_18114","6"
"g_18122","8"
"g_18142","7"
"g_18158","1"
